Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,salary,Company,State
Senior Data Scientist,$116K-$152K (Glassdoor est.),"STRIVR
4.5","Los Angeles, CA",51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,116-152 ,"STRIVR
", CA
Data Scientist,$116K-$152K (Glassdoor est.),"Grid Dynamics Consulting
3.9","Atlanta, GA",1001 to 5000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,116-152 ,"Grid Dynamics Consulting
", GA
Data Scientist / Applied Mathematician,$116K-$152K (Glassdoor est.),"Fullpower Technologies, Inc
4.5","Santa Cruz, CA",51 to 200 Employees,2003,Company - Private,Computer Hardware & Software,116-152 ,"Fullpower Technologies, Inc
", CA
Data Analyst,$116K-$152K (Glassdoor est.),"Affinity Solutions, Inc.
3.0","New York, NY",51 to 200 Employees,1998,Company - Private,Advertising & Marketing,116-152 ,"Affinity Solutions, Inc.
", NY
Machine Learning - Computer Scientist,$116K-$152K (Glassdoor est.),"The MITRE Corporation
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,116-152 ,"The MITRE Corporation
", VA
Data Engineer,$116K-$152K (Glassdoor est.),"AEgis Technologies Group
4.1","Colorado Springs, CO",201 to 500 Employees,1989,Company - Private,Aerospace & Defense,116-152 ,"AEgis Technologies Group
", CO
"Scientist/Machine Learning Engineer, Applied Science",$116K-$152K (Glassdoor est.),"Amobee
3.7","Redwood City, CA",501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,116-152 ,"Amobee
", CA
(Sr.) Data Scientist -,$116K-$152K (Glassdoor est.),"Merrick Bank Corporation
3.6",Utah,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,116-152 ,"Merrick Bank Corporation
",Utah
Data Scientist,$116K-$152K (Glassdoor est.),"The E.W. Scripps Company
3.6","Cincinnati, OH",5001 to 10000 Employees,1878,Company - Public,TV Broadcast & Cable Networks,116-152 ,"The E.W. Scripps Company
", OH
Data Engineer,$116K-$152K (Glassdoor est.),"Juniper Networks, Inc.
3.8","Cupertino, CA",5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,116-152 ,"Juniper Networks, Inc.
", CA
Sr Data Analyst,$116K-$152K (Glassdoor est.),"NCCI Holdings, Inc.
4.4","Boca Raton, FL",501 to 1000 Employees,1923,Company - Private,Insurance Carriers,116-152 ,"NCCI Holdings, Inc.
", FL
Senior Data Scientist,$116K-$152K (Glassdoor est.),"Formation, Inc.
2.8",Remote,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,116-152 ,"Formation, Inc.
",Remote
Data Engineer - RPA,$116K-$152K (Glassdoor est.),"BRMi
4.4","Chantilly, VA",51 to 200 Employees,2004,Company - Private,IT Services,116-152 ,"BRMi
", VA
Data Scientist (Miami),$116K-$152K (Glassdoor est.),"OfferUp Inc.
3.4","Miami, FL",201 to 500 Employees,2011,Company - Private,Computer Hardware & Software,116-152 ,"OfferUp Inc.
", FL
Data Scientist,$116K-$152K (Glassdoor est.),"Varen Technologies
4.2","McLean, VA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,116-152 ,"Varen Technologies
", VA
Diversity and Inclusion Data Analyst,$116K-$152K (Glassdoor est.),"Federal Home Loan Bank of Pittsburgh
3.8","Pittsburgh, PA",201 to 500 Employees,1932,Company - Private,Banks & Credit Unions,116-152 ,"Federal Home Loan Bank of Pittsburgh
", PA
Data Scientist,$116K-$152K (Glassdoor est.),"Boxy Charm Inc.
3.2",United States,51 to 200 Employees,2013,Company - Private,Beauty & Personal Accessories Stores,116-152 ,"Boxy Charm Inc.
",United States
Data Scientist,$116K-$152K (Glassdoor est.),"Mars, Incorporated
4.0",United States,10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,116-152 ,"Mars, Incorporated
",United States
Senior Data Scientist,$116K-$152K (Glassdoor est.),"MG, LLC.
3.6","Fort Lee, NJ",1001 to 5000 Employees,1989,Company - Private,Advertising & Marketing,116-152 ,"MG, LLC.
", NJ
Data Scientist - Intermediate,$116K-$152K (Glassdoor est.),"Envision LLC
4.5","Saint Louis, MO",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,116-152 ,"Envision LLC
", MO
Data Analyst,$116K-$152K (Glassdoor est.),"Big Huge Games
4.9","Timonium, MD",51 to 200 Employees,2013,Subsidiary or Business Segment,Video Games,116-152 ,"Big Huge Games
", MD
Lead Data Scientist,$116K-$152K (Glassdoor est.),"Woebot Labs Inc
4.1","San Francisco, CA",1 to 50 Employees,2017,Company - Private,Computer Hardware & Software,116-152 ,"Woebot Labs Inc
", CA
Data Scientist,$116K-$152K (Glassdoor est.),"TraceLink, Inc.
4.0","North Reading, MA",501 to 1000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,116-152 ,"TraceLink, Inc.
", MA
Commercial SQL Data Analyst,$116K-$152K (Glassdoor est.),"Hawkins Point Partners
4.6","Marlborough, MA",51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,116-152 ,"Hawkins Point Partners
", MA
"Data Scientist (CPLEX, Java, Python)",$116K-$152K (Glassdoor est.),"The Syllogisteks Company
4.3","Saint Louis, MO",Unknown,1992,Company - Private,Staffing & Outsourcing,116-152 ,"The Syllogisteks Company
", MO
Principal Data Scientist / Sr. Principal Data Scientist,$144K-$226K (Glassdoor est.),"Northrop Grumman Corporation
3.8","San Jose, CA",10000+ Employees,1939,Company - Public,Aerospace & Defense,144-226 ,"Northrop Grumman Corporation
", CA
Lead Data Scientist,$144K-$226K (Glassdoor est.),"PatientPoint, LLC
3.9","Cincinnati, OH",201 to 500 Employees,1987,Company - Private,Advertising & Marketing,144-226 ,"PatientPoint, LLC
", OH
Technical Business & Data Analyst,$144K-$226K (Glassdoor est.),"Macquarie Group Limited
3.4","New York, NY",10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,144-226 ,"Macquarie Group Limited
", NY
Machine Learning Engineer,$144K-$226K (Glassdoor est.),"America First Credit Union
3.8","Ogden, UT",1001 to 5000 Employees,1939,Nonprofit Organization,Investment Banking & Asset Management,144-226 ,"America First Credit Union
", UT
Senior Data Scientist,$144K-$226K (Glassdoor est.),"Recursion Pharmaceuticals, LLC
4.7","Salt Lake City, UT",51 to 200 Employees,2013,Company - Private,Biotech & Pharmaceuticals,144-226 ,"Recursion Pharmaceuticals, LLC
", UT
Data Analyst/Programmer,$144K-$226K (Glassdoor est.),"Marks Paneth & Shron LLP
3.8","Washington, DC",501 to 1000 Employees,1907,Private Practice / Firm,Accounting,144-226 ,"Marks Paneth & Shron LLP
", DC
Data Analytics Engineer,$144K-$226K (Glassdoor est.),"QOMPLX INC
3.7","Reston, VA",51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,144-226 ,"QOMPLX INC
", VA
Director of Data Science,$144K-$226K (Glassdoor est.),"KnowBe4 Inc.
4.8","Clearwater, FL",501 to 1000 Employees,2010,Company - Private,IT Services,144-226 ,"KnowBe4 Inc.
", FL
Research Scientist - Patient-Centered Research,$144K-$226K (Glassdoor est.),"Evidera, Inc.
3.8","Bethesda, MD",501 to 1000 Employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,144-226 ,"Evidera, Inc.
", MD
Remote Sensing Data Scientist,$144K-$226K (Glassdoor est.),"Applied Research Laboratories, The University of Texas at Austin
3.8","Austin, TX",501 to 1000 Employees,-1,College / University,Colleges & Universities,144-226 ,"Applied Research Laboratories, The University of Texas at Austin
", TX
Computer Scientist – Machine Learning,$144K-$226K (Glassdoor est.),"The MITRE Corporation
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,144-226 ,"The MITRE Corporation
", VA
Data Analyst III - Regulatory,$144K-$226K (Glassdoor est.),"Patterson Companies, Inc.
3.8","Saint Paul, MN",5001 to 10000 Employees,1877,Company - Public,Wholesale,144-226 ,"Patterson Companies, Inc.
", MN
"QC Scientist II, Microbiology",$144K-$226K (Glassdoor est.),"Bachem
3.0","Vista, CA",501 to 1000 Employees,1971,Company - Private,Biotech & Pharmaceuticals,144-226 ,"Bachem
", CA
Data Scientist,$144K-$226K (Glassdoor est.),"HP Inc.
4.1","San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,144-226 ,"HP Inc.
", CA
Data Analyst,$144K-$226K (Glassdoor est.),"Allied Solutions, LLC
3.2","Carmel, IN",1001 to 5000 Employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,144-226 ,"Allied Solutions, LLC
", IN
Sr. Data Scientist,$144K-$226K (Glassdoor est.),"Woodruff-Sawyer & Co.
3.9","San Francisco, CA",201 to 500 Employees,1918,Company - Private,Insurance Agencies & Brokerages,144-226 ,"Woodruff-Sawyer & Co.
", CA
Lead Data Scientist,$144K-$226K (Glassdoor est.),"STRIVR
4.5","Palo Alto, CA",51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,144-226 ,"STRIVR
", CA
Market Data Analyst,$144K-$226K (Glassdoor est.),"SV Microwave Inc
3.5","West Palm Beach, FL",201 to 500 Employees,1991,Company - Public,Telecommunications Manufacturing,144-226 ,"SV Microwave Inc
", FL
Marketing Data Analyst,$144K-$226K (Glassdoor est.),"eFinancial, LLC.
3.5",United States,201 to 500 Employees,2001,Company - Private,Insurance Agencies & Brokerages,144-226 ,"eFinancial, LLC.
",United States
Aviation Data Scientist,$144K-$226K (Glassdoor est.),"The MITRE Corporation
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,144-226 ,"The MITRE Corporation
", VA
Marketing Data Analyst,$144K-$226K (Glassdoor est.),"Window Nation, Inc.
4.1","Fulton, MD",201 to 500 Employees,2006,Company - Private,General Repair & Maintenance,144-226 ,"Window Nation, Inc.
", MD
Data Analyst,$144K-$226K (Glassdoor est.),"Alaant Workforce Solutions
5.0","Albany, NY",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,144-226 ,"Alaant Workforce Solutions
", NY
Data Scientist,$144K-$226K (Glassdoor est.),"Plymouth Rock Assurance Corporation
3.5","Boston, MA",1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,144-226 ,"Plymouth Rock Assurance Corporation
", MA
Cleared Data Scientist,$144K-$226K (Glassdoor est.),"The MITRE Corporation
3.2","Charlottesville, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,144-226 ,"The MITRE Corporation
", VA
"Research Scientist, Simulations",$144K-$226K (Glassdoor est.),"United Network for Organ Sharing
3.4","Richmond, VA",201 to 500 Employees,1984,Nonprofit Organization,Health Care Services & Hospitals,144-226 ,"United Network for Organ Sharing
", VA
Sr. Data Scientist,$144K-$226K (Glassdoor est.),"NEXON Co., Ltd.
2.6","El Segundo, CA",201 to 500 Employees,1994,Company - Public,Video Games,144-226 ,"NEXON Co., Ltd.
", CA
Lead Data Scientist,$144K-$226K (Glassdoor est.),"MG, LLC.
3.6","Fort Lee, NJ",1001 to 5000 Employees,1989,Company - Private,Advertising & Marketing,144-226 ,"MG, LLC.
", NJ
Data Scientist,$144K-$226K (Glassdoor est.),"Novetta
4.5","Herndon, VA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,144-226 ,"Novetta
", VA
Senior Data Engineer,$144K-$226K (Glassdoor est.),"the dtx company
4.8","New York, NY",1 to 50 Employees,2019,Company - Private,Internet,144-226 ,"the dtx company
", NY
Data Scientist,$144K-$226K (Glassdoor est.),"Grammarly, Inc.
5.0","San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet,144-226 ,"Grammarly, Inc.
", CA
Data Engineer,$144K-$226K (Glassdoor est.),"Applied Information Sciences, Inc.
4.5",United States,501 to 1000 Employees,1982,Company - Private,IT Services,144-226 ,"Applied Information Sciences, Inc.
",United States
Logistics Data Analyst,$144K-$226K (Glassdoor est.),"Circle Graphics
3.0","Longmont, CO",501 to 1000 Employees,1999,Company - Private,Consumer Products Manufacturing,144-226 ,"Circle Graphics
", CO
Aviation Data Scientist and Machine Learning Engineer,$106K-$182K (Glassdoor est.),"The MITRE Corporation
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,106-182 ,"The MITRE Corporation
", VA
Data Scientist,$106K-$182K (Glassdoor est.),"CGI Group Inc.
3.5","Baltimore, MD",10000+ Employees,1976,Company - Public,Consulting,106-182 ,"CGI Group Inc.
", MD
Lead Data Scientist,$106K-$182K (Glassdoor est.),"MG, LLC.
3.6","Fort Lee, NJ",1001 to 5000 Employees,1989,Company - Private,Advertising & Marketing,106-182 ,"MG, LLC.
", NJ
Azure Cloud and Elastic Machine Learning Engineer - US Citizen ONLY,$106K-$182K (Glassdoor est.),iCYLON LLC,"Vienna, VA",-1,-1,-1,-1,106-182 ,iCYLON LLC, VA
Data Scientist,$106K-$182K (Glassdoor est.),"Grammarly, Inc.
5.0","San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet,106-182 ,"Grammarly, Inc.
", CA
Senior Data Engineer,$106K-$182K (Glassdoor est.),"the dtx company
4.8","New York, NY",1 to 50 Employees,2019,Company - Private,Internet,106-182 ,"the dtx company
", NY
Data Engineer,$106K-$182K (Glassdoor est.),"Applied Information Sciences, Inc.
4.5",United States,501 to 1000 Employees,1982,Company - Private,IT Services,106-182 ,"Applied Information Sciences, Inc.
",United States
Logistics Data Analyst,$106K-$182K (Glassdoor est.),"Circle Graphics
3.0","Longmont, CO",501 to 1000 Employees,1999,Company - Private,Consumer Products Manufacturing,106-182 ,"Circle Graphics
", CO
20-0031 RD Associate Scientist 1,$106K-$182K (Glassdoor est.),"Streck, Inc.
4.1","La Vista, NE",201 to 500 Employees,1971,Company - Private,Biotech & Pharmaceuticals,106-182 ,"Streck, Inc.
", NE
Sr Software Engineer (Data),$106K-$182K (Glassdoor est.),"Second Measure, Inc.
4.9",Remote,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,106-182 ,"Second Measure, Inc.
",Remote
Data Engineer,$106K-$182K (Glassdoor est.),"Framework Homeownership LLC
4.2","Boston, MA",1 to 50 Employees,2012,Company - Private,Education Training Services,106-182 ,"Framework Homeownership LLC
", MA
Sr Data Analyst,$106K-$182K (Glassdoor est.),"United Biosource Corporation
2.3","Blue Bell, PA",1001 to 5000 Employees,2003,Other Organization,Biotech & Pharmaceuticals,106-182 ,"United Biosource Corporation
", PA
Research Scientist - Data Science and Risk Analysis,$106K-$182K (Glassdoor est.),"Immuta Inc.
4.8","Columbus, OH",51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,106-182 ,"Immuta Inc.
", OH
Data Scientist,$106K-$182K (Glassdoor est.),"St. Jude Children's Research Hospital, Inc.
4.7","Memphis, TN",1001 to 5000 Employees,1962,Nonprofit Organization,Health Care Services & Hospitals,106-182 ,"St. Jude Children's Research Hospital, Inc.
", TN
Data Scientist,$106K-$182K (Glassdoor est.),"BlackLine Inc.
4.0","Woodland Hills, CA",501 to 1000 Employees,2001,Company - Public,Computer Hardware & Software,106-182 ,"BlackLine Inc.
", CA
Data Integration and Modeling Engineer,$106K-$182K (Glassdoor est.),"ISO New England Inc.
3.8","Holyoke, MA",501 to 1000 Employees,1997,Nonprofit Organization,Utilities,106-182 ,"ISO New England Inc.
", MA
Marketing Data Analyst,$106K-$182K (Glassdoor est.),"Idaho Central Credit Union
4.2","Chubbuck, ID",1001 to 5000 Employees,1940,Nonprofit Organization,Banks & Credit Unions,106-182 ,"Idaho Central Credit Union
", ID
Data Scientist,$106K-$182K (Glassdoor est.),"Kelly Services, Inc.
3.4","Morrisville, NC",5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,106-182 ,"Kelly Services, Inc.
", NC
"VP, Data Science",$106K-$182K (Glassdoor est.),"7Park Data, LLC
3.9","New York, NY",51 to 200 Employees,2012,Company - Private,Research & Development,106-182 ,"7Park Data, LLC
", NY
Data Scientist,$106K-$182K (Glassdoor est.),"ClearCut Analytics
5.0","Chicago, IL",1 to 50 Employees,2016,Company - Private,Research & Development,106-182 ,"ClearCut Analytics
", IL
MACHINE LEARNING ENGINEER / Sr. DATA SCIENTIST,$106K-$182K (Glassdoor est.),"Samsung Research America
3.7","Mountain View, CA",1001 to 5000 Employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,106-182 ,"Samsung Research America
", CA
Senior Data Scientist,$106K-$182K (Glassdoor est.),"Magna International Inc.
3.5","Troy, MI",10000+ Employees,1957,Company - Public,-1,106-182 ,"Magna International Inc.
", MI
Data Engineer (StudentTracker 3.0),$106K-$182K (Glassdoor est.),"National Student Clearinghouse
3.1","Pittsburgh, PA",201 to 500 Employees,1993,Nonprofit Organization,Colleges & Universities,106-182 ,"National Student Clearinghouse
", PA
Data Engineer II,$106K-$182K (Glassdoor est.),"Spring Venture Group, LLC
3.8","Kansas City, MO",501 to 1000 Employees,2009,Company - Private,Insurance Agencies & Brokerages,106-182 ,"Spring Venture Group, LLC
", MO
"Data Engineer/Steward/Developer (Python, REST API)",$106K-$182K (Glassdoor est.),"The Syllogisteks Company
4.3","Saint Louis, MO",Unknown,1992,Company - Private,Staffing & Outsourcing,106-182 ,"The Syllogisteks Company
", MO
Data Engineer,$106K-$182K (Glassdoor est.),"The Syllogisteks Company
4.3","Creve Coeur, MO",Unknown,1992,Company - Private,Staffing & Outsourcing,106-182 ,"The Syllogisteks Company
", MO
Data Analyst - Online Education,$106K-$182K (Glassdoor est.),"Pima Medical Institute
4.7","Tucson, AZ",1001 to 5000 Employees,1972,College / University,Colleges & Universities,106-182 ,"Pima Medical Institute
", AZ
Product Data Analyst,$106K-$182K (Glassdoor est.),"Stamps.com Inc.
3.5","El Segundo, CA",1001 to 5000 Employees,1996,Company - Public,Computer Hardware & Software,106-182 ,"Stamps.com Inc.
", CA
Sr. Data Scientist II,$106K-$182K (Glassdoor est.),"Argo Group International Holdings, Ltd.
3.7","New York, NY",1001 to 5000 Employees,1948,Company - Public,Insurance Carriers,106-182 ,"Argo Group International Holdings, Ltd.
", NY
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",$106K-$182K (Glassdoor est.),"Mentor Graphics Corporation
4.1","Fremont, CA",5001 to 10000 Employees,1981,Company - Public,Computer Hardware & Software,106-182 ,"Mentor Graphics Corporation
", CA
Data Engineer,$106K-$182K (Glassdoor est.),"E3 Federal Solutions, LLC
4.4","Chantilly, VA",501 to 1000 Employees,2004,Company - Private,Consulting,106-182 ,"E3 Federal Solutions, LLC
", VA
Lead Data Scientist,$106K-$182K (Glassdoor est.),"NEXON Co., Ltd.
2.6","El Segundo, CA",201 to 500 Employees,1994,Company - Public,Video Games,106-182 ,"NEXON Co., Ltd.
", CA
Lead Data Scientist with NLP,$108K-$171K (Glassdoor est.),"The MITRE Corporation
3.2","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,108-171 ,"The MITRE Corporation
", VA
Data Scientist,$108K-$171K (Glassdoor est.),"Triplebyte
3.2","New York, NY",51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,108-171 ,"Triplebyte
", NY
